id,loan_id,date,total_paid,interest_paid,capital_paid,late,notes,created_at,payment_method,reference,voided,void_reason,method_breakdown
4c2d6646-d904-46cc-a302-792024b5484f,64f7a286-f22c-4654-a666-d7e85a50c555,2026-04-10,20000,20000,0,true,"Solo interés ",2026-06-17 02:47:06.63349+00,efectivo,,false,,
4cdbf1e8-d2ec-48b9-a0cd-8bf10a2576bd,e60d6f2a-f8fc-448b-8897-44d2b4b2babd,2026-07-04,100000,70000,30000,true,,2026-07-04 00:41:16.333824+00,efectivo,,false,,
50961245-5b48-4b4e-b541-e48671695a73,b3c90447-9611-4633-8b54-6bea47a952c6,2026-07-01,130000,80000,50000,true,,2026-07-01 21:09:05.315618+00,nequi,,false,,
5830dca0-afae-440b-b455-ad5842701cf3,18985bdb-a340-4591-b8c0-aa7da7c656b7,2026-07-27,210000,0,210000,false,,2026-07-27 02:00:14.534213+00,nequi,,false,,
592768b8-888e-420e-853d-91c297d210de,a1470d87-2d58-4cca-a73f-c66b6f0ebac6,2026-06-01,100000,0,100000,false,,2026-06-13 02:28:59.323338+00,efectivo,,false,,
5c4191eb-af44-4415-b569-63563488ddd3,0e5f3a44-f0c0-4297-9af4-7691ff500e16,2026-07-03,65000,15000,50000,false,,2026-07-03 21:11:34.413664+00,breb,,false,,
5d6fbc6b-b73e-45e6-8b60-33a5be2dcbb9,82bd0b1f-d7b8-407a-91ac-2177ff6f22a9,2026-03-15,50000,50000,0,true,,2026-06-21 02:40:15.37728+00,efectivo,,false,,
5e97614d-9a4f-4da7-8110-c6aa34545aea,38134357-f107-45e3-bd99-b654794f19b6,2026-07-30,57000,32000,25000,false,,2026-07-30 01:04:36.863753+00,nequi,,false,,
5f6f33c7-5566-4efc-bbfd-40b574931021,88d53d0e-7740-4b16-a560-d453051f7ba6,2026-06-24,320000,20000,300000,false,Liquidación del préstamo,2026-06-24 17:52:36.728901+00,efectivo,,false,,
628e9abf-9188-47c8-bd39-9e07a8d639b2,f81b1067-2c5c-4c28-a7c7-8398d7995252,2026-06-10,160000,160000,0,true,,2026-06-21 02:59:56.01986+00,nequi,,false,,
6df87a40-ade1-406d-9e50-4b75581c0dfb,c7a339e8-9e24-480d-b9f9-a107cf1d4269,2026-07-01,220000,20000,200000,false,Liquidación del préstamo,2026-07-01 02:09:07.913247+00,efectivo,,false,,
7a7079b6-2a31-40c6-85cd-07d448442574,0bbbfe19-819d-4494-9614-13bbab78c921,2026-05-04,40000,40000,0,true,,2026-06-21 02:45:19.521471+00,nequi,,false,,
81f458b4-1b0c-4dbc-9fd7-454750d56490,6e31f1c3-5f6f-4dd3-946c-857c49a2b227,2026-06-25,100000,40000,60000,true,,2026-06-25 21:27:05.411422+00,nequi,,false,,
839c4f90-121e-40b8-be24-16372f522f0f,19ef4e22-7614-43d7-b612-bbbe0631efbf,2026-07-30,16000,16000,0,false,,2026-07-31 03:45:15.575653+00,nequi,,false,,
878f40c5-2237-49e8-892e-a5d6f6389f8e,84f9ce3d-b558-425d-90a3-9af428ca1cb4,2026-06-30,200000,50000,150000,true,,2026-06-30 20:26:20.38839+00,breb,,false,,
8ce0edf1-7b0e-4a16-b4bd-a747e9e0c1f0,e60d6f2a-f8fc-448b-8897-44d2b4b2babd,2026-08-01,110000,70000,40000,true,,2026-08-03 00:32:24.441657+00,nequi,,false,,
8da87639-1d1b-484e-b62d-c270d58825e5,64f7a286-f22c-4654-a666-d7e85a50c555,2026-05-10,20000,20000,0,true,"Solo interés ",2026-06-17 02:48:07.791918+00,efectivo,,false,,
8f5136df-828a-4348-b79e-3b60ad6b6e63,764a6e02-2fa7-49e2-83a3-777ff8022a9c,2026-07-30,50000,0,50000,true,,2026-08-03 00:29:33.776917+00,efectivo,,false,,
9399e5db-79e5-4e6b-80f1-31fb08c53de0,d517906c-86bd-4825-8cbf-3188faaf9296,2026-08-03,210000,10000,200000,false,Liquidación del préstamo,2026-08-03 00:34:32.138199+00,,,false,,
951fe32b-ae8b-49e1-a81c-d18f8d7babc6,f81b1067-2c5c-4c28-a7c7-8398d7995252,2026-07-02,160000,160000,0,false,,2026-07-02 13:35:03.780984+00,nequi,,false,,
9aa2a247-7ac6-42d0-9a5b-d5419f75ad80,0bbbfe19-819d-4494-9614-13bbab78c921,2026-04-04,40000,40000,0,true,,2026-06-21 02:44:58.795762+00,efectivo,,false,,
9fb15326-39e7-46e3-a97f-1b466684c504,d7acdccc-0191-4a66-af9c-b57932d2d639,2026-08-02,190000,160000,30000,true,,2026-08-03 00:36:43.277735+00,breb,,false,,
a2f98073-7985-4393-9184-ab51baad9a66,a1470d87-2d58-4cca-a73f-c66b6f0ebac6,2026-07-01,100000,0,100000,true,,2026-07-02 13:34:18.569725+00,breb,,false,,
a31631ed-1738-4303-a2c8-6b40e26a2f2d,655aa117-2e7e-4d03-9bc0-173d3476cc58,2026-07-06,1200000,200000,1000000,false,,2026-07-06 19:43:40.765772+00,breb,,false,,
a8e5d5aa-5455-4d5b-9b75-0282526e82a3,82bd0b1f-d7b8-407a-91ac-2177ff6f22a9,2026-07-07,50000,50000,0,true,,2026-07-07 00:13:48.101706+00,nequi,,false,,
abaa5459-1085-4755-8ec6-8e99c801b936,f81b1067-2c5c-4c28-a7c7-8398d7995252,2026-05-10,160000,160000,0,true,,2026-06-21 02:59:42.25144+00,nequi,,false,,
ae7d0af6-e39f-43e1-b39e-6c6d4c566f4f,6f1f047c-bbf7-46bf-bfbc-8b2b0768a039,2026-07-31,50000,0,50000,false,,2026-08-02 01:41:09.563116+00,efectivo,,false,,
b00ccc02-888f-4492-94ea-0c7be3e77b87,50615ccb-9587-4cd7-b5f7-4080ba6bff80,2026-03-08,50000,50000,0,true,,2026-06-21 02:32:00.878246+00,efectivo,,false,,
b23011cd-60f1-429e-8261-db625bcb8a38,6ced19a9-4328-4e08-86c3-e107b1822751,2026-04-01,400000,0,400000,true,,2026-06-21 02:53:16.72195+00,nequi,,false,,
b3697bab-27a6-43af-b69b-7e939dc80a09,e60d6f2a-f8fc-448b-8897-44d2b4b2babd,2026-03-30,70000,70000,0,true,,2026-06-21 02:49:01.430681+00,nequi,,false,,
b6bd28b6-4579-4273-bb3f-8fc0bde4ddfd,6f1f047c-bbf7-46bf-bfbc-8b2b0768a039,2026-07-30,50000,0,50000,false,,2026-08-03 00:28:47.631078+00,efectivo,,false,,
ba069c86-734f-44eb-ba94-5c7fd906d6bf,9ee2d5fa-f3ea-4a19-a9fc-352929c70e09,2026-06-25,220000,20000,200000,false,Liquidación del préstamo,2026-06-25 02:17:15.947558+00,efectivo,,false,,
ba2719be-b699-4199-a25c-5be4a68cfb9f,b3c90447-9611-4633-8b54-6bea47a952c6,2026-07-30,130000,80000,50000,true,,2026-08-03 00:30:09.011447+00,efectivo,,false,,
bb4f3ca9-f4c9-417a-b4fe-fa339bf09121,764a6e02-2fa7-49e2-83a3-777ff8022a9c,2026-07-02,50000,0,50000,true,,2026-07-02 13:37:00.505815+00,efectivo,,false,,
bbde1494-d02b-43cf-8748-562864463ac6,82bd0b1f-d7b8-407a-91ac-2177ff6f22a9,2026-05-15,50000,50000,0,true,,2026-06-21 02:40:57.297153+00,efectivo,,false,,
bd429895-e081-4105-8169-675de23815a7,e2f04361-0768-4845-8b91-7c02c80b1b8c,2026-06-25,60000,60000,0,true,Liquidación de 2 períodos de interés en mora.,2026-06-25 20:03:34.626371+00,efectivo,,false,,
bdc42da8-1369-42ba-ba72-984d8226045c,8b38368c-2467-47b6-872a-a617bc3d99bc,2026-07-12,47000,30000,17000,true,,2026-07-12 02:09:28.490343+00,efectivo,,false,,
c128490e-0cda-4142-8422-afa37af9bc79,655aa117-2e7e-4d03-9bc0-173d3476cc58,2026-07-29,3200000,200000,3000000,false,Liquidación del préstamo,2026-07-29 15:16:36.964612+00,efectivo,,false,,
c6e7f752-ef7b-4a16-aff8-7009cd2158bd,7a184d6a-d0f0-4818-b24f-cb2a1722a39e,2026-06-16,25000,25000,0,true,,2026-06-23 02:05:47.59424+00,efectivo,,false,,
c84fd0f6-5489-496d-aa3e-a7f0726313c3,e2f04361-0768-4845-8b91-7c02c80b1b8c,2026-06-25,60000,60000,0,true,Período de interés en mora (liquidado junto con otros).,2026-06-25 20:03:34.626371+00,efectivo,,false,,
c9d87fd1-d25d-457e-a643-91698a037954,e60d6f2a-f8fc-448b-8897-44d2b4b2babd,2026-04-30,70000,70000,0,true,,2026-06-21 02:49:16.43583+00,nequi,,false,,
cee35d57-7f12-4b03-a023-8cf3089fdc25,50615ccb-9587-4cd7-b5f7-4080ba6bff80,2026-05-07,40000,40000,0,true,Faltaron $ 10.000 de interés en este pago.,2026-06-22 14:51:39.631868+00,nequi,,false,,
cf4ae586-33b2-417e-afc2-74661feed984,7a184d6a-d0f0-4818-b24f-cb2a1722a39e,2026-07-13,25000,25000,0,true,,2026-07-14 16:53:49.108596+00,nequi,,false,,
d2d28358-e848-41e2-9de4-c40d795f534c,6ced19a9-4328-4e08-86c3-e107b1822751,2026-06-01,400000,0,400000,true,,2026-06-21 02:54:04.689329+00,nequi,,false,,
d5b13847-f58c-4c7f-bdaf-8cb5b3001d07,783ae014-4f2b-43c2-b305-ee4f225883bf,2026-07-15,525000,25000,500000,false,Liquidación del préstamo,2026-07-15 14:56:59.578275+00,efectivo,,false,,
d858ca2c-36c7-4607-bd27-97f9de20e07a,af074bb1-862d-4583-9f94-3fd69c04b6d1,2026-07-06,3240000,240000,3000000,false,Liquidación del préstamo,2026-07-06 18:54:45.745805+00,efectivo,,false,,
d8a6f5e1-5f2f-4a27-a8c5-8d1a9ed95331,8b38368c-2467-47b6-872a-a617bc3d99bc,2026-06-01,30000,30000,0,true,,2026-06-21 02:56:46.177145+00,efectivo,,false,,
d8f62b63-2f10-4ccf-bdc9-6d5648e2a19a,82bd0b1f-d7b8-407a-91ac-2177ff6f22a9,2026-04-15,50000,50000,0,true,,2026-06-21 02:40:39.17651+00,efectivo,,false,,
e1ea33bc-7d5c-43c5-a657-9df0ab0a05ff,f81b1067-2c5c-4c28-a7c7-8398d7995252,2026-07-30,160000,160000,0,false,,2026-07-31 03:45:52.665576+00,nequi,,false,,
e27475f1-82e1-43e0-9391-817e6559c912,0bbbfe19-819d-4494-9614-13bbab78c921,2026-03-04,100000,40000,60000,true,,2026-06-21 02:44:25.40463+00,nequi,,false,,
e320882f-2015-4b79-8f73-abfd9e7d08ba,ba9a55f4-2ab4-4e01-9adc-c84771d695bd,2026-07-30,500000,135000,365000,false,,2026-08-03 00:14:04.907634+00,efectivo,,false,,
e81cbb7f-d319-4184-ba74-c316fc1228d4,18985bdb-a340-4591-b8c0-aa7da7c656b7,2026-07-01,150000,0,150000,false,,2026-07-01 02:12:24.947535+00,breb,,false,,
e82bb9f6-ffb0-4c81-a643-5708960fbf6a,120eca41-6673-458a-83b7-b47a1853927e,2026-07-16,110000,110000,0,false,,2026-07-16 17:49:17.115441+00,efectivo,,false,,
ea991901-ccfc-4d36-ac18-e5224d12a6f7,b3c90447-9611-4633-8b54-6bea47a952c6,2026-06-01,80000,80000,0,true,,2026-06-23 02:03:06.961129+00,nequi,,false,,
eb5d7e09-6022-4e0b-b385-98617d11ab8f,3db9bbb8-f5fd-4ef4-b520-8cf67b85feb8,2026-07-01,220000,20000,200000,false,Liquidación del préstamo,2026-07-01 02:08:06.471682+00,efectivo,,false,,
ef906722-3918-41ed-bc5b-44f583feb1ee,1721724b-9970-45be-be70-1304cc1b829b,2026-07-01,180000,30000,150000,false,,2026-07-01 01:03:09.009145+00,breb,,false,,
f207f5ed-8e32-4607-bb94-61ae98486341,1721724b-9970-45be-be70-1304cc1b829b,2026-07-31,165000,15000,150000,false,Liquidación del préstamo,2026-07-31 17:19:17.17393+00,efectivo,,false,,
f72acd88-8aff-44b3-ae55-a9e6882e52e0,67902a76-8cf1-40c5-8e06-88f1849eb1d4,2026-07-30,41000,16000,25000,false,,2026-07-30 01:05:00.599283+00,nequi,,false,,
fd2b3f60-9888-47b4-8729-3552124048f6,0bbbfe19-819d-4494-9614-13bbab78c921,2026-06-22,50000,40000,10000,true,,2026-06-22 04:09:08.785257+00,nequi,,false,,
febc3f9c-3994-43a3-9b5a-547bc4e219eb,262e3cdf-280a-40a0-843c-ff4224252734,2026-07-30,178000,178000,0,false,Pagó $ 178.000 de interés de más (quedó a favor).,2026-08-03 00:17:14.263479+00,nequi,,false,,
